Country,Code,Income_group,Year,Animal_calories,GDP,Population
Syria,SYR,Low income,1857,,,1509434
Syria,SYR,Low income,1858,,,1513825
Syria,SYR,Low income,1859,,,1518228
Syria,SYR,Low income,1833,,,1396805
Syria,SYR,Low income,1861,,,1527072
Syria,SYR,Low income,1862,,,1531512
Syria,SYR,Low income,1960,,4819,4610717
Syria,SYR,Low income,1997,,8826.7734375,15104000
Syria,SYR,Low income,1998,,8742.9736328125,15500556
Syria,SYR,Low income,1999,,7960.2919921875,15901207
Syria,SYR,Low income,2000,,7668.07177734375,16307659
Syria,SYR,Low income,2001,,7509.30419921875,16727949
Syria,SYR,Low income,2002,,7529.70166015625,17164026
Syria,SYR,Low income,2003,,6986.52392578125,17611356
Syria,SYR,Low income,2004,,7051.4287109375,18084010
Syria,SYR,Low income,2005,,7037.71826171875,18583556
Syria,SYR,Low income,1860,,,1522644
Syria,SYR,Low income,2007,,6779.537109375,20703000
Syria,SYR,Low income,1834,,,1401514
Syria,SYR,Low income,1835,,,1406238
Syria,SYR,Low income,1836,,,1410978
Syria,SYR,Low income,1837,,,1415735
Syria,SYR,Low income,1838,,,1420507
Syria,SYR,Low income,1839,,,1425295
Syria,SYR,Low income,1840,,,1430100
Syria,SYR,Low income,1886,,,1641918
Syria,SYR,Low income,1842,,,1439758
Syria,SYR,Low income,1888,,,1651460
Syria,SYR,Low income,1889,,,1656251
Syria,SYR,Low income,2006,,6901.77783203125,19432012
Syria,SYR,Low income,1891,,,1665874
Syria,SYR,Low income,1982,,10817,9510755
Syria,SYR,Low income,1983,,10581,9835461
Syria,SYR,Low income,1984,,9792,10183141
Syria,SYR,Low income,1894,,,1680410
Syria,SYR,Low income,-4000,,,306728
Syria,SYR,Low income,-3000,,,460092
Syria,SYR,Low income,-2000,,,690138
Syria,SYR,Low income,-1000,,,1035207
Syria,SYR,Low income,0,,,1552812
Syria,SYR,Low income,100,,,2107388
Syria,SYR,Low income,200,,,2860026
Syria,SYR,Low income,300,,,3881458
Syria,SYR,Low income,400,,,3072820
Syria,SYR,Low income,500,,,2432653
Syria,SYR,Low income,600,,,1925849
Syria,SYR,Low income,1996,,9517.3720703125,14708883
Syria,SYR,Low income,800,,,1207000
Syria,SYR,Low income,1905,,,1821170
Syria,SYR,Low income,1906,,,1844228
Syria,SYR,Low income,1907,,,1867577
Syria,SYR,Low income,1200,,,1183668
Syria,SYR,Low income,1300,,,1243000
Syria,SYR,Low income,1400,,,993999
Syria,SYR,Low income,1500,,,1065000
Syria,SYR,Low income,1600,,,1243000
Syria,SYR,Low income,1700,,,1250001
Syria,SYR,Low income,1915,,,2075490
Syria,SYR,Low income,2008,,6600.37890625,21474060
Syria,SYR,Low income,2009,,6586.51806640625,21827222
Syria,SYR,Low income,1917,,,2132532
Syria,SYR,Low income,1918,,,2162662
Syria,SYR,Low income,1919,,,2193218
Syria,SYR,Low income,2013,,4124,21495830
Syria,SYR,Low income,2014,,3536,20072232
Syria,SYR,Low income,1841,,,1434921
Syria,SYR,Low income,2016,,3091,18964252
Syria,SYR,Low income,1843,,,1444611
Syria,SYR,Low income,1844,,,1449480
Syria,SYR,Low income,1890,,,1661056
Syria,SYR,Low income,1981,,10984,9203642
Syria,SYR,Low income,-8000,,,60588
Syria,SYR,Low income,-7000,,,90882
Syria,SYR,Low income,-6000,,,136323
Syria,SYR,Low income,1820,,1084,1337016
Syria,SYR,Low income,1870,,1403,1567493
Syria,SYR,Low income,1913,,2072,2019972
Syria,SYR,Low income,1950,,3838,3543542
Syria,SYR,Low income,1951,,3609,3620732
Syria,SYR,Low income,1952,,4441,3703008
Syria,SYR,Low income,1953,,4916,3791085
Syria,SYR,Low income,1954,,5504,3886087
Syria,SYR,Low income,1955,,4844,3989103
Syria,SYR,Low income,1956,,5592,4099493
Syria,SYR,Low income,1957,,5781,4216851
Syria,SYR,Low income,1943,,,3071248
Syria,SYR,Low income,1944,,,3114641
Syria,SYR,Low income,1945,,,3158647
Syria,SYR,Low income,1946,,,3203274
Syria,SYR,Low income,1947,,,3248532
Syria,SYR,Low income,1948,,,3294429
Syria,SYR,Low income,1826,,,1364286
Syria,SYR,Low income,1885,,,1637168
Syria,SYR,Low income,2015,,3049,19205178
Syria,SYR,Low income,2017,,3241.39575195312,18983370
Syria,SYR,Low income,2018,,3349.45971679688,19333464
Syria,SYR,Low income,1980,,10374,8898957
Syria,SYR,Low income,-9000,,,40392
Syria,SYR,Low income,1846,,,1459269
Syria,SYR,Low income,1916,,,2103818
Syria,SYR,Low income,1848,,,1469124
Syria,SYR,Low income,1710,,,1257250
Syria,SYR,Low income,1720,,,1264499
Syria,SYR,Low income,1920,,,2224205
Syria,SYR,Low income,1921,,,2255630
Syria,SYR,Low income,1853,,,1491995
Syria,SYR,Low income,1854,,,1496336
Syria,SYR,Low income,1855,,,1500690
Syria,SYR,Low income,1990,,9087,12409003
Syria,SYR,Low income,1991,,9424.123046875,12782284
Syria,SYR,Low income,1992,,10002.2763671875,13156408
Syria,SYR,Low income,1993,,10072.486328125,13537067
Syria,SYR,Low income,1847,,,1464188
Syria,SYR,Low income,1995,,9856.4833984375,14313451
Syria,SYR,Low income,1849,,,1474076
Syria,SYR,Low income,1850,,,1479045
Syria,SYR,Low income,1851,,,1483349
Syria,SYR,Low income,1852,,,1487666
Syria,SYR,Low income,1100,,,1124334
Syria,SYR,Low income,1750,,,1286249
Syria,SYR,Low income,1923,,,2319818
Syria,SYR,Low income,1770,,,1300749
Syria,SYR,Low income,1924,,,2352594
Syria,SYR,Low income,-10000,,,26928
Syria,SYR,Low income,1845,,,1454366
Syria,SYR,Low income,1994,,9969.3740234375,13922629
Syria,SYR,Low income,1929,,,2523552
Syria,SYR,Low income,1821,,,1341522
Syria,SYR,Low income,700,,,1524633
Syria,SYR,Low income,900,,,2200000
Syria,SYR,Low income,1000,,,1065000
Syria,SYR,Low income,1740,,,1279000
Syria,SYR,Low income,1935,,,2745178
Syria,SYR,Low income,1936,,,2783964
Syria,SYR,Low income,1937,,,2823297
Syria,SYR,Low income,1938,,,2863187
Syria,SYR,Low income,1939,,,2903640
Syria,SYR,Low income,1940,,,2944664
Syria,SYR,Low income,1928,,,2488394
Syria,SYR,Low income,1942,,,3028460
Syria,SYR,Low income,1930,,,2559206
Syria,SYR,Low income,1931,,,2595364
Syria,SYR,Low income,-5000,,,204485
Syria,SYR,Low income,1730,,,1271750
Syria,SYR,Low income,1934,,,2706933
Syria,SYR,Low income,1825,,,1359702
Syria,SYR,Low income,1808,,,1284099
Syria,SYR,Low income,1922,,,2287499
Syria,SYR,Low income,1760,,,1293498
Syria,SYR,Low income,1811,,,1297140
Syria,SYR,Low income,1780,,,1307999
Syria,SYR,Low income,1941,,,2986268
Syria,SYR,Low income,1927,,,2453726
Syria,SYR,Low income,1819,,,1332525
Syria,SYR,Low income,1817,,,1323589
Syria,SYR,Low income,1822,,,1346044
Syria,SYR,Low income,1933,,,2669220
Syria,SYR,Low income,1824,,,1355134
Syria,SYR,Low income,1807,,,1279786
Syria,SYR,Low income,1856,,,1505056
Syria,SYR,Low income,1809,,,1288426
Syria,SYR,Low income,1810,,,1292783
Syria,SYR,Low income,1802,,,1258439
Syria,SYR,Low income,1803,,,1262680
Syria,SYR,Low income,1926,,,2419542
Syria,SYR,Low income,1814,,,1310297
Syria,SYR,Low income,1806,,,1275488
Syria,SYR,Low income,1815,,,1314713
Syria,SYR,Low income,1804,,,1266935
Syria,SYR,Low income,1823,,,1350582
Syria,SYR,Low income,1925,,,2385833
Syria,SYR,Low income,1805,,,1271204
Syria,SYR,Low income,1816,,,1319144
Syria,SYR,Low income,1813,,,1305897
Syria,SYR,Low income,1932,,,2632033
Syria,SYR,Low income,1818,,,1328049
Syria,SYR,Low income,1800,,,1250000
Syria,SYR,Low income,1801,,,1254212
Syria,SYR,Low income,1812,,,1301511
Syria,SYR,Low income,1790,,,1315252
Taiwan,TWN,High income,1963,2.905037159,2463,12200155
Taiwan,TWN,High income,2002,5.894736842,27425.806640625,22469622
Taiwan,TWN,High income,1964,2.913322632,2676,12630949
Taiwan,TWN,High income,1962,2.718572587,2326,11779060
Taiwan,TWN,High income,1967,3.243902439,3300,13917831
Taiwan,TWN,High income,2012,5.836886633,39207,23234064
Taiwan,TWN,High income,1966,3.031186715,3054,13515908
Taiwan,TWN,High income,2005,5.589279732,31374.455078125,22796312
Taiwan,TWN,High income,2001,5.813351046,26203.9765625,22333124
Taiwan,TWN,High income,1929,,1991,4363465
Taiwan,TWN,High income,1965,2.934632562,2885,13070711
Taiwan,TWN,High income,2004,5.694574682,29975.138671875,22703098
Taiwan,TWN,High income,1932,,2066,4722048
Taiwan,TWN,High income,2006,5.777476255,32867.3671875,22874972
Taiwan,TWN,High income,2003,5.90036777,28348.8515625,22593682
Taiwan,TWN,High income,2010,5.574611749,37385.48828125,23083086
Taiwan,TWN,High income,1961,2.524148852,2228,11371858
Taiwan,TWN,High income,1973,3.549503128,5496,15933851
Taiwan,TWN,High income,1970,3.261254329,4044,14957875
Taiwan,TWN,High income,1930,,2021,4477927
Taiwan,TWN,High income,1931,,1997,4598856
Taiwan,TWN,High income,1977,3.987211368,6752,17171488
Taiwan,TWN,High income,1974,3.366522367,5455,16243908
Taiwan,TWN,High income,2007,6.163292848,34761.3125,22942314
Taiwan,TWN,High income,1968,3.375852387,3484,14271108
Taiwan,TWN,High income,1969,3.436885568,3720,14617243
Taiwan,TWN,High income,1933,,1957,4846857
Taiwan,TWN,High income,1996,5.682447665,22390.052734375,21612430
Taiwan,TWN,High income,1971,3.280487805,4470,15292070
Taiwan,TWN,High income,1972,3.279493859,4962,15617412
Taiwan,TWN,High income,1999,5.903350515,25471.78125,22057216
Taiwan,TWN,High income,2000,5.808271882,26787.4453125,22194740
Taiwan,TWN,High income,100,,,99087
Taiwan,TWN,High income,200,,,99087
Taiwan,TWN,High income,300,,,99087
Taiwan,TWN,High income,400,,,99087
Taiwan,TWN,High income,1934,,2012,4972313
Taiwan,TWN,High income,1935,,2169,5098092
Taiwan,TWN,High income,2008,6.346666667,34762.3671875,22998324
Taiwan,TWN,High income,2011,5.880920162,38565,23143076
Taiwan,TWN,High income,900,,,99087
Taiwan,TWN,High income,1824,,,2032264
Taiwan,TWN,High income,1998,5.940619902,24131.220703125,21913670
Taiwan,TWN,High income,1826,,,2041878
Taiwan,TWN,High income,2013,5.804471138,39971,23330332
Taiwan,TWN,High income,1820,,966,2016828
Taiwan,TWN,High income,1975,3.438249824,5614,16551776
Taiwan,TWN,High income,1976,3.632740214,6245,16860826
Taiwan,TWN,High income,1902,,1079,2883315
Taiwan,TWN,High income,500,,,99087
Taiwan,TWN,High income,600,,,99087
Taiwan,TWN,High income,700,,,99087
Taiwan,TWN,High income,2009,5.881552076,33974.453125,23044086
Taiwan,TWN,High income,1907,,1149,3081701
Taiwan,TWN,High income,1908,,1186,3126952
Taiwan,TWN,High income,1825,,,2036912
Taiwan,TWN,High income,1910,,1345,3220155
Taiwan,TWN,High income,1911,,1258,3245910
Taiwan,TWN,High income,1912,,1183,3307289
Taiwan,TWN,High income,1913,,1286,3368611
Taiwan,TWN,High income,1914,,1240,3418865
Taiwan,TWN,High income,1915,,1291,3454185
Taiwan,TWN,High income,1978,4.109181141,7519,17482888
Taiwan,TWN,High income,1917,,1561,3512112
Taiwan,TWN,High income,1918,,1492,3547356
Taiwan,TWN,High income,800,,,99087
Taiwan,TWN,High income,1920,,1513,3629484
Taiwan,TWN,High income,1921,,1561,3687039
Taiwan,TWN,High income,1997,6.170363227,23437.767578125,21764850
Taiwan,TWN,High income,1809,,,2e+06
Taiwan,TWN,High income,1810,,,2e+06
Taiwan,TWN,High income,1811,,,2000303
Taiwan,TWN,High income,1812,,,2000910
Taiwan,TWN,High income,1813,,,2001822
Taiwan,TWN,High income,1814,,,2003040
Taiwan,TWN,High income,1815,,,2004565
Taiwan,TWN,High income,1816,,,2006398
Taiwan,TWN,High income,1817,,,2008540
Taiwan,TWN,High income,1919,,1533,3584540
Taiwan,TWN,High income,1819,,,2013754
Taiwan,TWN,High income,1821,,,2020215
Taiwan,TWN,High income,1000,,,99087
Taiwan,TWN,High income,1100,,,118905
Taiwan,TWN,High income,1200,,,138722
Taiwan,TWN,High income,1300,,,158540
Taiwan,TWN,High income,1400,,,178358
Taiwan,TWN,High income,1500,,,198175
Taiwan,TWN,High income,1901,,1079,2843812
Taiwan,TWN,High income,1700,,,990877
Taiwan,TWN,High income,1903,,1278,2921972
Taiwan,TWN,High income,1904,,1218,2960093
Taiwan,TWN,High income,1818,,,2010991
Taiwan,TWN,High income,1906,,1038,3038889
Taiwan,TWN,High income,1981,4.382212422,8749,18400564
Taiwan,TWN,High income,1982,4.488921713,8910,18692876
Taiwan,TWN,High income,1983,4.805107022,9530,18976102
Taiwan,TWN,High income,1984,5.154108292,10394,19249256
Taiwan,TWN,High income,1985,5.205317578,10779,19511876
Taiwan,TWN,High income,1986,5.081632653,11918,19761802
Taiwan,TWN,High income,1987,5.443165468,13705,19995934
Taiwan,TWN,High income,1988,5.313052706,14183,20211368
Taiwan,TWN,High income,1989,5.327835052,15203,20404386
Taiwan,TWN,High income,1916,,1392,3482677
Taiwan,TWN,High income,1991,5.487780382,16934.814453125,20770622
Taiwan,TWN,High income,1992,5.54404842,18101.33203125,20952226
Taiwan,TWN,High income,1993,5.636363636,19087.59765625,21125720
Taiwan,TWN,High income,1994,5.597911227,20269.265625,21293440
Taiwan,TWN,High income,1995,5.769255769,21329.685546875,21455818
Taiwan,TWN,High income,1808,,,2e+06
Taiwan,TWN,High income,1922,,1728,3753000
Taiwan,TWN,High income,1923,,1760,3821548
Taiwan,TWN,High income,1924,,1889,3894299
Taiwan,TWN,High income,1925,,1959,3976751
Taiwan,TWN,High income,1926,,1954,4067286
Taiwan,TWN,High income,1927,,1919,4162024
Taiwan,TWN,High income,1928,,1934,4258379
Taiwan,TWN,High income,1856,,,2236944
Taiwan,TWN,High income,1857,,,2243081
Taiwan,TWN,High income,1858,,,2249237
Taiwan,TWN,High income,1859,,,2255410
Taiwan,TWN,High income,1860,,,2261601
Taiwan,TWN,High income,1822,,,2023916
Taiwan,TWN,High income,1823,,,2027932
Taiwan,TWN,High income,1944,,,6324518
Taiwan,TWN,High income,1945,,,6337128
Taiwan,TWN,High income,1946,,,6280867
Taiwan,TWN,High income,1947,,,6333895
Taiwan,TWN,High income,1600,,,198175
Taiwan,TWN,High income,1870,,968,2324502
Taiwan,TWN,High income,1710,,,1127222
Taiwan,TWN,High income,1720,,,1186550
Taiwan,TWN,High income,1905,,985,2998609
Taiwan,TWN,High income,1980,4.280043306,8384,18100280
Taiwan,TWN,High income,1833,,,2084717
Taiwan,TWN,High income,1834,,,2091351
Taiwan,TWN,High income,1835,,,2098006
Taiwan,TWN,High income,1836,,,2104682
Taiwan,TWN,High income,1909,,1323,3173841
Taiwan,TWN,High income,1838,,,2118098
Taiwan,TWN,High income,1839,,,2124837
Taiwan,TWN,High income,1840,,,2131599
Taiwan,TWN,High income,1841,,,2138383
Taiwan,TWN,High income,1842,,,2145191
Taiwan,TWN,High income,1843,,,2152021
Taiwan,TWN,High income,1844,,,2158875
Taiwan,TWN,High income,1845,,,2165752
Taiwan,TWN,High income,1846,,,2172653
Taiwan,TWN,High income,1847,,,2179577
Taiwan,TWN,High income,1848,,,2186525
Taiwan,TWN,High income,-3000,,,41802
Taiwan,TWN,High income,-2000,,,55736
Taiwan,TWN,High income,-1000,,,74315
Taiwan,TWN,High income,0,,,99087
Taiwan,TWN,High income,1894,,,2592405
Taiwan,TWN,High income,1895,,,2624357
Taiwan,TWN,High income,1896,,,2659041
Taiwan,TWN,High income,1897,,,2694118
Taiwan,TWN,High income,1898,,,2729635
Taiwan,TWN,High income,1899,,,2765548
Taiwan,TWN,High income,1900,,,2803860
Taiwan,TWN,High income,1941,,,5978221
Taiwan,TWN,High income,1942,,,6146358
Taiwan,TWN,High income,1943,,,6261790
Taiwan,TWN,High income,1936,,2246,5228074
Taiwan,TWN,High income,1937,,2212,5364847
Taiwan,TWN,High income,1938,,2295,5506146
Taiwan,TWN,High income,1939,,2200,5653912
Taiwan,TWN,High income,1827,,,2047163
Taiwan,TWN,High income,1949,,,7099886
Taiwan,TWN,High income,1829,,,2058694
Taiwan,TWN,High income,1830,,,2064942
Taiwan,TWN,High income,1979,4.474982382,7967,17793468
Taiwan,TWN,High income,1832,,,2078105
Taiwan,TWN,High income,1730,,,1249000
Taiwan,TWN,High income,1740,,,1314736
Taiwan,TWN,High income,1750,,,1383932
Taiwan,TWN,High income,1760,,,1456771
Taiwan,TWN,High income,1770,,,1533444
Taiwan,TWN,High income,1780,,,1614152
Taiwan,TWN,High income,1790,,,1699108
Taiwan,TWN,High income,1800,,,2e+06
Taiwan,TWN,High income,1801,,,2e+06
Taiwan,TWN,High income,1802,,,2e+06
Taiwan,TWN,High income,1990,5.372242959,15841,20586176
Taiwan,TWN,High income,1803,,,2e+06
Taiwan,TWN,High income,1804,,,2e+06
Taiwan,TWN,High income,1805,,,2e+06
Taiwan,TWN,High income,1806,,,2e+06
Taiwan,TWN,High income,1807,,,2e+06
Taiwan,TWN,High income,-4000,,,31351
Taiwan,TWN,High income,1890,,,2491264
Taiwan,TWN,High income,1850,,,2200492
Taiwan,TWN,High income,1851,,,2206523
Taiwan,TWN,High income,1852,,,2212572
Taiwan,TWN,High income,1853,,,2218638
Taiwan,TWN,High income,1854,,,2224722
Taiwan,TWN,High income,1855,,,2230824
Taiwan,TWN,High income,2020,,,23821468
Taiwan,TWN,High income,1831,,,2071513
Taiwan,TWN,High income,1952,,1639,8251047
Taiwan,TWN,High income,1956,,1926,9567059
Taiwan,TWN,High income,1957,,1997,9909456
Taiwan,TWN,High income,1958,,2056,10256967
Taiwan,TWN,High income,1959,,2118,10612776
Taiwan,TWN,High income,1861,,,2267812
Taiwan,TWN,High income,1862,,,2274040
Taiwan,TWN,High income,1863,,,2280285
Taiwan,TWN,High income,1948,,,6571226
Taiwan,TWN,High income,1950,,1460,7623139
Taiwan,TWN,High income,2019,,,23777742
Taiwan,TWN,High income,-10000,,,5579
Taiwan,TWN,High income,-9000,,,7439
Taiwan,TWN,High income,-8000,,,9919
Taiwan,TWN,High income,-7000,,,13226
Taiwan,TWN,High income,-6000,,,17635
Taiwan,TWN,High income,-5000,,,23513
Taiwan,TWN,High income,1887,,,2442307
Taiwan,TWN,High income,1960,,2157,10983152
Taiwan,TWN,High income,1837,,,2111379
Taiwan,TWN,High income,2015,,41668,23512136
Taiwan,TWN,High income,2016,,42165,23594476
Taiwan,TWN,High income,2017,,43503.79296875,23665028
Taiwan,TWN,High income,2018,,44663.86328125,23726186
Taiwan,TWN,High income,1828,,,2052769
Taiwan,TWN,High income,1867,,,2305445
Taiwan,TWN,High income,2021,,,23859904
Taiwan,TWN,High income,1868,,,2311779
Taiwan,TWN,High income,1953,,1728,8572129
Taiwan,TWN,High income,1954,,1825,8897782
Taiwan,TWN,High income,1955,,1895,9229468
Taiwan,TWN,High income,1888,,,2456141
Taiwan,TWN,High income,1891,,,2512629
Taiwan,TWN,High income,1892,,,2536581
Taiwan,TWN,High income,1893,,,2563159
Taiwan,TWN,High income,1864,,,2286548
Taiwan,TWN,High income,1865,,,2292829
Taiwan,TWN,High income,1880,,,2388878
Taiwan,TWN,High income,1881,,,2395448
Taiwan,TWN,High income,1882,,,2402036
Taiwan,TWN,High income,1883,,,2408641
Taiwan,TWN,High income,1884,,,2415264
Taiwan,TWN,High income,1885,,,2421905
Taiwan,TWN,High income,1886,,,2430907
Taiwan,TWN,High income,1874,,,2349824
Taiwan,TWN,High income,1875,,,2356288
Taiwan,TWN,High income,2014,,41472,23422504
Taiwan,TWN,High income,1877,,,2369272
Taiwan,TWN,High income,1878,,,2375789
Taiwan,TWN,High income,1879,,,2382325
Taiwan,TWN,High income,1873,,,2343380
Taiwan,TWN,High income,1940,,1992,5810732
Taiwan,TWN,High income,1866,,,2299128
Taiwan,TWN,High income,1872,,,2336954
Taiwan,TWN,High income,1869,,,2318131
Taiwan,TWN,High income,1951,,1513,7934693
Taiwan,TWN,High income,1871,,,2330547
Taiwan,TWN,High income,1876,,,2362771
Taiwan,TWN,High income,1889,,,2472448
Taiwan,TWN,High income,1849,,,2193497
Tajikistan,TJK,Lower middle income,1989,6.76344086,4962,5264333
Tajikistan,TJK,Lower middle income,1992,3.178484108,2832.70336914062,5656216
Tajikistan,TJK,Lower middle income,1993,2.477019836,2482.41357421875,5717815
Tajikistan,TJK,Lower middle income,1988,6.587334315,5515,5100020
Tajikistan,TJK,Lower middle income,1990,6.68683274,4803,5417862
Tajikistan,TJK,Lower middle income,1986,6.554102259,5319,4798283
Tajikistan,TJK,Lower middle income,1987,6.509988249,5040,4946298
Tajikistan,TJK,Lower middle income,1898,,,943158
Tajikistan,TJK,Lower middle income,1994,2.43546798,1928.31848144531,5803992
Tajikistan,TJK,Lower middle income,1991,6.645118734,4270.3701171875,5556315
Tajikistan,TJK,Lower middle income,1897,,,934756
Tajikistan,TJK,Lower middle income,1997,1.60292581,1552.63244628906,6117066
Tajikistan,TJK,Lower middle income,1998,1.614470284,1589.33154296875,6156815
Tajikistan,TJK,Lower middle income,1996,1.625646329,1559.52124023438,6035605
Tajikistan,TJK,Lower middle income,1985,6.413017751,5364,4660608
Tajikistan,TJK,Lower middle income,1810,,,466629
Tajikistan,TJK,Lower middle income,1811,,,466629
Tajikistan,TJK,Lower middle income,1895,,,918175
Tajikistan,TJK,Lower middle income,1896,,,926429
Tajikistan,TJK,Lower middle income,1814,,,466629
Tajikistan,TJK,Lower middle income,1815,,,466629
Tajikistan,TJK,Lower middle income,1899,,,951636
Tajikistan,TJK,Lower middle income,1900,,,960190
Tajikistan,TJK,Lower middle income,1995,2.308004053,1666.18395996094,5916183
Tajikistan,TJK,Lower middle income,1982,6.010068108,5498,4278909
Tajikistan,TJK,Lower middle income,1861,,,677298
Tajikistan,TJK,Lower middle income,1999,1.747031492,1621.32055664062,6189567
Tajikistan,TJK,Lower middle income,1863,,,689531
Tajikistan,TJK,Lower middle income,1864,,,695730
Tajikistan,TJK,Lower middle income,2000,1.776416539,1723.35632324219,6273001
Tajikistan,TJK,Lower middle income,1812,,,466629
Tajikistan,TJK,Lower middle income,1813,,,466629
Tajikistan,TJK,Lower middle income,2003,2,2135.908203125,6672497
Tajikistan,TJK,Lower middle income,1829,,,506655
Tajikistan,TJK,Lower middle income,1816,,,466629
Tajikistan,TJK,Lower middle income,1817,,,466629
Tajikistan,TJK,Lower middle income,1981,6.094783905,5622,4160746
Tajikistan,TJK,Lower middle income,1819,,,467485
Tajikistan,TJK,Lower middle income,2009,2.155460181,2853.88842773438,7468603
Tajikistan,TJK,Lower middle income,1862,,,683387
Tajikistan,TJK,Lower middle income,2011,2.256710591,3111,7784820
Tajikistan,TJK,Lower middle income,2012,3.783232978,3285,7956383
Tajikistan,TJK,Lower middle income,2013,3.865515675,3471,8136612
Tajikistan,TJK,Lower middle income,2014,,3633,8326354
Tajikistan,TJK,Lower middle income,2015,,3789,8524066
Tajikistan,TJK,Lower middle income,2016,,3991,8725326
Tajikistan,TJK,Lower middle income,2017,,4204.9052734375,8925529
Tajikistan,TJK,Lower middle income,2018,,4440.3818359375,9128131
Tajikistan,TJK,Lower middle income,-10000,,,24652
Tajikistan,TJK,Lower middle income,1818,,,466629
Tajikistan,TJK,Lower middle income,-8000,,,33554
Tajikistan,TJK,Lower middle income,-7000,,,39146
Tajikistan,TJK,Lower middle income,1983,6.06733609,5547,4401499
Tajikistan,TJK,Lower middle income,1984,6.260920897,5469,4529500
Tajikistan,TJK,Lower middle income,1849,,,608214
Tajikistan,TJK,Lower middle income,1850,,,613795
Tajikistan,TJK,Lower middle income,1851,,,619313
Tajikistan,TJK,Lower middle income,1852,,,624881
Tajikistan,TJK,Lower middle income,1853,,,630499
Tajikistan,TJK,Lower middle income,1854,,,636167
Tajikistan,TJK,Lower middle income,1855,,,641887
Tajikistan,TJK,Lower middle income,1856,,,647657
Tajikistan,TJK,Lower middle income,-9000,,,28760
Tajikistan,TJK,Lower middle income,1858,,,659355
Tajikistan,TJK,Lower middle income,1859,,,665283
Tajikistan,TJK,Lower middle income,1820,,,469206
Tajikistan,TJK,Lower middle income,1821,,,471799
Tajikistan,TJK,Lower middle income,1822,,,475272
Tajikistan,TJK,Lower middle income,1823,,,479633
Tajikistan,TJK,Lower middle income,1824,,,484035
Tajikistan,TJK,Lower middle income,1825,,,488477
Tajikistan,TJK,Lower middle income,2002,1.975283213,1982.88366699219,6541758
Tajikistan,TJK,Lower middle income,1827,,,497483
Tajikistan,TJK,Lower middle income,2004,1.910055584,2301.2919921875,6801206
Tajikistan,TJK,Lower middle income,2005,1.9620807,2416.86694335938,6929153
Tajikistan,TJK,Lower middle income,1857,,,653480
Tajikistan,TJK,Lower middle income,2007,2.091085271,2647.20947265625,7188397
Tajikistan,TJK,Lower middle income,2008,2.194044188,2801.77612304688,7324633
Tajikistan,TJK,Lower middle income,1833,,,525510
Tajikistan,TJK,Lower middle income,1834,,,530333
Tajikistan,TJK,Lower middle income,1835,,,535199
Tajikistan,TJK,Lower middle income,1836,,,540111
Tajikistan,TJK,Lower middle income,1837,,,545067
Tajikistan,TJK,Lower middle income,1838,,,550069
Tajikistan,TJK,Lower middle income,1839,,,555117
Tajikistan,TJK,Lower middle income,1840,,,560211
Tajikistan,TJK,Lower middle income,1841,,,565352
Tajikistan,TJK,Lower middle income,1842,,,570540
Tajikistan,TJK,Lower middle income,1843,,,575775
Tajikistan,TJK,Lower middle income,1844,,,581059
Tajikistan,TJK,Lower middle income,1845,,,586391
Tajikistan,TJK,Lower middle income,1846,,,591772
Tajikistan,TJK,Lower middle income,1847,,,597203
Tajikistan,TJK,Lower middle income,1848,,,602683
Tajikistan,TJK,Lower middle income,1889,,,870176
Tajikistan,TJK,Lower middle income,1890,,,877998
Tajikistan,TJK,Lower middle income,1891,,,885890
Tajikistan,TJK,Lower middle income,1892,,,893854
Tajikistan,TJK,Lower middle income,1893,,,901888
Tajikistan,TJK,Lower middle income,1894,,,909995
Tajikistan,TJK,Lower middle income,0,,,115166
Tajikistan,TJK,Lower middle income,100,,,123392
Tajikistan,TJK,Lower middle income,200,,,132205
Tajikistan,TJK,Lower middle income,300,,,141649
Tajikistan,TJK,Lower middle income,400,,,151766
Tajikistan,TJK,Lower middle income,1860,,,671264
Tajikistan,TJK,Lower middle income,1940,,,1379328
Tajikistan,TJK,Lower middle income,1941,,,1391985
Tajikistan,TJK,Lower middle income,1942,,,1404759
Tajikistan,TJK,Lower middle income,1943,,,1417650
Tajikistan,TJK,Lower middle income,1865,,,701984
Tajikistan,TJK,Lower middle income,1826,,,492959
Tajikistan,TJK,Lower middle income,1867,,,714663
Tajikistan,TJK,Lower middle income,1828,,,502048
Tajikistan,TJK,Lower middle income,1949,,,1504177
Tajikistan,TJK,Lower middle income,2006,2.057198255,2524.8447265625,7057425
Tajikistan,TJK,Lower middle income,1831,,,515997
Tajikistan,TJK,Lower middle income,1832,,,520732
Tajikistan,TJK,Lower middle income,1873,,,754087
Tajikistan,TJK,Lower middle income,1874,,,760866
Tajikistan,TJK,Lower middle income,2010,2.166270784,2975.9267578125,7621785
Tajikistan,TJK,Lower middle income,1876,,,774607
Tajikistan,TJK,Lower middle income,1877,,,781571
Tajikistan,TJK,Lower middle income,1878,,,788597
Tajikistan,TJK,Lower middle income,1879,,,795686
Tajikistan,TJK,Lower middle income,1880,,,802838
Tajikistan,TJK,Lower middle income,1881,,,810056
Tajikistan,TJK,Lower middle income,1882,,,817337
Tajikistan,TJK,Lower middle income,1883,,,824685
Tajikistan,TJK,Lower middle income,1884,,,832098
